timestamp,gyroX,gyroY,gyroZ,gx_smooth,gy_smooth,gz_smooth
2025-09-27 01:31:21+00:00,,,,,,
2025-09-27 01:31:22+00:00,-0.42724609375,1.708984375,0.8544921875,-0.42724609375,1.708984375,0.8544921875
2025-09-27 01:31:23+00:00,-10.3759765625,-3.41796875,-0.67138671875,-5.401611328125,-0.8544921875,0.091552734375
2025-09-27 01:31:24+00:00,9.70458984375,-5.493164063,-1.03759765625,-0.3662109375,-2.400716146,-0.2848307291666667
2025-09-27 01:31:25+00:00,-1.15966796875,-0.610351563,0.732421875,-0.5645751953125,-1.95312500025,-0.030517578125
2025-09-27 01:31:26+00:00,-9.765625,0.9765625,0.0,-2.40478515625,-1.3671875002,-0.0244140625
2025-09-27 01:31:27+00:00,-9.765625,0.9765625,0.0,-3.631591796875,-0.9765625001666667,-0.020345052083333332
2025-09-27 01:31:28+00:00,-9.765625,0.9765625,0.0,-4.507882254464286,-0.697544643,-0.017438616071428572
2025-09-27 01:31:29+00:00,-6.103515625,-15.01464844,62.255859375,-5.318777901785714,-3.086635045142857,8.754185267857142
2025-09-27 01:31:30+00:00,-6.2255859375,-24.90234375,22.03369140625,-4.725864955357143,-6.155831473714286,11.997767857142858
2025-09-27 01:31:31+00:00,7.8125,-17.15087891,1.953125,-4.996163504464286,-7.821219309,12.425013950892858
2025-09-27 01:31:32+00:00,14.09912109375,-27.83203125,9.09423828125,-2.8163364955357144,-11.710030692857144,13.619559151785714
2025-09-27 01:31:33+00:00,0.91552734375,-2.075195313,-2.8076171875,-1.2904575892857142,-12.145996094714286,13.218470982142858
2025-09-27 01:31:34+00:00,-0.18310546875,0.183105469,-1.3427734375,0.07847377232142858,-12.259347099142857,13.026646205357142
2025-09-27 01:31:35+00:00,-0.244140625,0.183105469,-1.0986328125,1.4386858258928572,-12.372698103571429,12.869698660714286
2025-09-27 01:31:36+00:00,0.244140625,-0.48828125,-0.6103515625,2.345493861607143,-10.297502790714287,3.8888113839285716
2025-09-27 01:31:37+00:00,-0.18310546875,-0.671386719,-0.3662109375,3.208705357142857,-6.835937500571428,0.6888253348214286
2025-09-27 01:31:38+00:00,0.0,-0.549316406,-0.3662109375,2.0926339285714284,-4.464285714285714,0.3574916294642857
2025-09-27 01:31:39+00:00,0.42724609375,-0.366210938,-0.3662109375,0.13950892857142858,-0.5405970982857143,-0.9940011160714286
2025-09-27 01:31:40+00:00,0.54931640625,-0.244140625,-0.48828125,0.08719308035714286,-0.27901785714285715,-0.6626674107142857
2025-09-27 01:31:41+00:00,0.79345703125,0.0,-0.79345703125,0.22670200892857142,-0.30517578128571426,-0.5841936383928571
2025-09-27 01:31:42+00:00,17.63916015625,5.554199219,-11.65771484375,2.781459263392857,0.46212332585714283,-2.0926339285714284
2025-09-27 01:31:43+00:00,-0.06103515625,-0.48828125,0.0,2.7378627232142856,0.46212332585714283,-2.0054408482142856
2025-09-27 01:31:44+00:00,0.0,-0.48828125,0.06103515625,2.7640206473214284,0.48828125,-1.9444056919642858
2025-09-27 01:31:45+00:00,0.0,-0.549316406,0.06103515625,2.7640206473214284,0.48828125,-1.8833705357142858
2025-09-27 01:31:46+00:00,0.0,-0.549316406,0.06103515625,2.7029854910714284,0.462123326,-1.8223353794642858
2025-09-27 01:31:47+00:00,0.0,0.305175781,0.1220703125,2.62451171875,0.5405970982857143,-1.7351422991071428
2025-09-27 01:31:48+00:00,12.63427734375,30.21240234,-31.55517578125,4.316057477678571,4.856654575428571,-6.129673549107143
2025-09-27 01:31:49+00:00,-14.16015625,0.549316406,16.845703125,-0.22670200892857142,4.141671316428572,-2.0577566964285716
2025-09-27 01:31:50+00:00,0.3662109375,-3.112792969,0.0,-0.16566685267857142,3.766741070857143,-2.0577566964285716
2025-09-27 01:31:51+00:00,0.30517578125,-0.9765625,-0.30517578125,-0.1220703125,3.6969866065714285,-2.110072544642857
