ms_since_start,tempC,humidity,accel_rms,iso_time
1969698,16.6,65.7,0.0000,2025-10-01T22:12:05
1970198,16.6,65.8,0.0000,2025-10-01T22:12:05
1970698,16.6,65.8,0.0280,2025-10-01T22:12:06
1971198,16.6,65.8,0.0000,2025-10-01T22:12:06
1971698,16.6,65.8,0.0000,2025-10-01T22:12:07
1972198,16.6,65.8,0.0000,2025-10-01T22:12:07
1972698,16.6,65.8,0.0279,2025-10-01T22:12:08
1973198,16.6,65.8,0.0000,2025-10-01T22:12:08
1973698,16.6,65.8,0.0000,2025-10-01T22:12:09
1974198,16.6,65.8,0.0000,2025-10-01T22:12:09
1974698,16.6,65.8,0.0000,2025-10-01T22:12:10
1975198,16.6,65.8,0.0000,2025-10-01T22:12:10
1975698,16.6,65.8,0.0000,2025-10-01T22:12:11
1976198,16.6,65.8,0.0000,2025-10-01T22:12:11
1976698,16.6,65.8,0.0000,2025-10-01T22:12:12
1977198,16.6,65.8,0.0000,2025-10-01T22:12:12
1977698,16.6,65.8,0.0000,2025-10-01T22:12:13
1978198,16.6,65.8,0.0000,2025-10-01T22:12:13
1978698,16.6,65.8,0.0000,2025-10-01T22:12:14
1979198,16.6,65.8,0.0000,2025-10-01T22:12:14
1979698,16.6,65.8,0.0000,2025-10-01T22:12:15
1980198,16.6,65.8,0.0000,2025-10-01T22:12:15
1980698,16.6,65.8,0.0281,2025-10-01T22:12:16
1981198,16.6,65.8,0.0000,2025-10-01T22:12:16
1981698,16.6,65.8,0.0000,2025-10-01T22:12:17
1982198,16.6,65.8,0.0000,2025-10-01T22:12:17
1982698,16.6,65.8,0.0000,2025-10-01T22:12:18
1983198,16.6,65.8,0.0000,2025-10-01T22:12:18
1983698,16.6,65.8,0.0000,2025-10-01T22:12:19
1984198,16.6,65.8,0.0000,2025-10-01T22:12:19
1984698,16.6,65.8,0.0000,2025-10-01T22:12:20
1985198,16.6,65.8,0.0000,2025-10-01T22:12:20
1985698,16.6,65.8,0.0000,2025-10-01T22:12:21
1986198,16.6,65.8,0.0000,2025-10-01T22:12:21
