t,x,y,z
2025-09-28 10:53:25.032771,-0.0141143798828125,-0.014678955078125,-0.9976348876953125
2025-09-28 10:53:25.187919,-0.0141143798828125,-0.0132598876953125,-0.9976348876953125
2025-09-28 10:53:26.880862,-0.0156402587890625,-0.0132598876953125,-0.9976348876953125
2025-09-28 10:53:27.472902,-0.0156402587890625,-0.0132598876953125,-0.9976348876953125
2025-09-28 10:53:29.318983,-0.0156707763671875,-0.014373779296875,-0.9962921142578125
2025-09-28 10:53:29.562812,-0.0156707763671875,-0.014373779296875,-0.9962921142578125
2025-09-28 10:53:31.145766,-0.0153045654296875,-0.014373779296875,-0.996490478515625
2025-09-28 10:53:31.397274,-0.0153045654296875,-0.014373779296875,-0.996490478515625
2025-09-28 10:53:32.962619,-0.01519775390625,-0.0136260986328125,-0.9966888427734375
2025-09-28 10:53:33.226379,-0.01519775390625,-0.0136260986328125,-0.9966888427734375
2025-09-28 10:53:35.086006,-0.01519775390625,-0.0162200927734375,-0.9966888427734375
2025-09-28 10:53:35.266832,-0.01519775390625,-0.0162200927734375,-0.99822998046875
2025-09-28 10:53:36.888839,-0.015411376953125,-0.013427734375,-0.9949951171875
2025-09-28 10:53:37.519636,-0.015411376953125,-0.013427734375,-0.9949951171875
2025-09-28 10:53:38.712005,-0.0149383544921875,-0.013427734375,-0.9949951171875
2025-09-28 10:53:39.358660,-0.0149383544921875,-0.013427734375,-0.998260498046875
2025-09-28 10:53:40.551315,-0.01446533203125,-0.0145111083984375,-0.998260498046875
2025-09-28 10:53:41.274576,-0.01446533203125,-0.0145111083984375,-0.998260498046875
2025-09-28 10:53:42.433175,-0.013519287109375,-0.013824462890625,-0.9853668212890625
2025-09-28 10:53:43.110159,-0.013519287109375,-0.018890380859375,-0.9853668212890625
2025-09-28 10:53:44.280289,-0.0146636962890625,-0.018890380859375,-1.0023040771484375
2025-09-28 10:53:44.966918,-0.0146636962890625,-0.018890380859375,-1.0023040771484375
2025-09-28 10:53:46.127307,-0.0137786865234375,-0.012420654296875,-0.9952850341796875
2025-09-28 10:53:46.813971,-0.0137786865234375,-0.012420654296875,-0.9952850341796875
2025-09-28 10:53:47.997351,-0.0157012939453125,-0.013702392578125,-0.9963226318359375
2025-09-28 10:53:48.665143,-0.0157012939453125,-0.013702392578125,-0.9959716796875
2025-09-28 10:53:49.882382,-0.0167236328125,-0.0141448974609375,-0.9959716796875
2025-09-28 10:53:50.792025,-0.0167236328125,-0.0141448974609375,-0.994964599609375
2025-09-28 10:53:51.718441,-0.0167236328125,-0.0141448974609375,-0.994964599609375
2025-09-28 10:53:52.626355,-0.01617431640625,-0.0129852294921875,-0.994964599609375
2025-09-28 10:53:53.544430,-0.01617431640625,-0.0129852294921875,-0.9965362548828125
2025-09-28 10:53:54.462167,-0.014556884765625,-0.0129852294921875,-0.9965362548828125
2025-09-28 10:53:55.383176,-0.014556884765625,-0.0138702392578125,-0.9977874755859375
2025-09-28 10:53:56.283874,-0.014556884765625,-0.0138702392578125,-0.9977874755859375
2025-09-28 10:53:57.202111,-0.0141143798828125,-0.01318359375,-0.9977874755859375
2025-09-28 10:53:58.103365,-0.0141143798828125,-0.01318359375,-0.9977874755859375
2025-09-28 10:53:59.080974,-0.014312744140625,-0.01318359375,-0.9977874755859375
2025-09-28 10:53:59.935870,-0.014312744140625,-0.01318359375,-0.9954986572265625
2025-09-28 10:54:00.947203,-0.014312744140625,-0.0130157470703125,-0.9954986572265625
2025-09-28 10:54:01.804811,-0.014312744140625,-0.0130157470703125,-0.997314453125
2025-09-28 10:54:02.913431,-0.014312744140625,-0.0136871337890625,-0.997314453125
2025-09-28 10:54:03.646315,-0.014312744140625,-0.0136871337890625,-0.997314453125
2025-09-28 10:54:04.741931,-0.0149078369140625,-0.01312255859375,-0.997314453125
2025-09-28 10:54:05.913686,-0.0149078369140625,-0.01312255859375,-0.996734619140625
2025-09-28 10:54:06.546641,-0.014801025390625,-0.01312255859375,-0.996734619140625
2025-09-28 10:54:07.727147,-0.014801025390625,-0.01312255859375,-0.996734619140625
2025-09-28 10:54:08.354150,-0.0144805908203125,-0.0136260986328125,-0.9969635009765625
2025-09-28 10:54:09.989378,-0.0145263671875,-0.0136260986328125,-0.9969635009765625
2025-09-28 10:54:10.610054,-0.0145263671875,-0.0136260986328125,-0.9969635009765625
2025-09-28 10:54:11.803806,-0.0145263671875,-0.0146942138671875,-0.996917724609375
